step,min_ttc
0,50.0
100,50.0
200,1.3052187445086476
300,0.9385317653376902
400,0.9329988350335131
500,0.9239555299231585
600,0.9729466083536581
700,0.9324876861915403
800,0.9535221982632428
900,0.9465004831579733
1000,0.9311569276359872
1100,0.9487939916498449
1200,0.928257936876521
1300,0.9747708486907419
1400,0.9257117019021276
1500,0.9262884757101956
1600,0.9318247850354378
1700,0.9192541502444654
1800,0.9825094081507653
1900,0.9635091583679815
2000,0.9618474506889316
2100,0.9472612614700511
2200,0.9353626072866894
2300,0.9316053626984724
2400,0.9472151883814548
2500,1.0706394563619255
2600,0.9146330459828373
2700,0.9511133237589979
2800,0.9171430950925339
2900,0.9152064510293884
3000,0.9671958860870217
3100,0.9379906455836344
3200,0.9322316277476113
3300,0.9375090729490345
3400,0.9321729660427005
3500,0.9365972330238653
3600,1.0556310487586704
3700,0.9124104645643933
3800,0.9274227805037154
3900,0.956859596490119
4000,0.9609117585436588
4100,0.9591028385759632
4200,0.9449577455421069
4300,0.946258369692558
4400,0.9943755717255485
4500,0.9394694949448446
4600,0.9254429437663393
4700,0.9316569313311216
4800,0.9543549629693028
4900,0.9248490924593058
5000,0.9265571105539624
5100,0.9379303777636667
5200,0.9298508330617613
5300,0.9139021063765004
5400,0.9206340908074502
5500,0.9511233486363982
5600,1.0422034206177808
5700,0.9510726924992748
5800,0.9305396441271304
5900,0.9345564369148277
6000,0.9586601744041549
6100,0.9160638157861538
6200,0.9399205439707874
6300,0.9470055725759503
6400,0.9240112589122997
6500,0.915085607475612
6600,0.931719923580556
6700,0.9255213767817512
6800,0.9426921257335573
6900,0.9231405779730074
7000,0.9165583476692591
7100,0.9227743510287684
7200,0.9489460061502274
7300,0.9273245785999259
7400,0.9954275884394929
7500,0.9215861379498853
7600,0.9361663356958365
7700,0.9502417242519879
7800,0.9093328078457684
7900,0.9299159930312196
8000,0.9202070640558354
8100,0.9768595298983952
8200,0.9500030083723641
8300,0.9467708974024904
8400,0.9823720871251705
8500,0.94274050800613
8600,0.9373061005201161
8700,0.9735218099236735
8800,0.9268643274739972
8900,1.2471179180187055
9000,0.9286663738482277
9100,0.9291986517293261
9200,1.0272817135200791
9300,0.9352574044581272
9400,0.9279030995916032
9500,0.9073312944493575
9600,0.9317752767656722
9700,0.9162651798162028
9800,0.9334555167062983
9900,0.9394881728128932
