step,min_ttc
0,50.0
100,50.0
200,1.5359112206416277
300,1.0509102640498897
400,0.9395671802462172
500,0.9690244751542221
600,0.9188205356925165
700,0.926363076936477
800,0.9344087961318618
900,1.1122521798293281
1000,0.9596014009744428
1100,0.9202000279915518
1200,0.9581358792980152
1300,1.0688754568209946
1400,1.0582992202176968
1500,1.7516737327191678
1600,0.909620631224502
1700,0.9391956681424782
1800,0.911488009012948
1900,0.9458246190307894
2000,3.479389820962416
2100,0.4993988558849382
2200,0.935839707262724
2300,0.9357556639254743
2400,1.055467284102272
2500,0.9318921001339621
2600,0.9378002308683517
2700,0.9388767108093288
2800,1.1248418838635865
2900,0.9535695148987938
3000,5.623177340633346
3100,0.9354192426296709
3200,0.908823022977752
3300,1.1287432843174752
3400,0.95171169932518
3500,2.221718553241455
3600,0.9390397855847019
3700,0.9152245843947812
3800,1.0689795377397662
3900,0.9393732438263962
4000,0.9186099304923518
4100,0.9471713304347092
4200,2.7100372206807295
4300,0.9429174451409514
4400,0.9463962248562763
4500,0.9634279808119456
4600,0.9374363920547139
4700,0.913968273484987
4800,0.9728729965697318
4900,0.9351930325996551
5000,0.9567311194802269
5100,0.9435780822463169
5200,0.9946661925854942
5300,0.9993962096870949
5400,0.9214842505865578
5500,0.9473906725660763
5600,0.9394001443104428
5700,1.1404895570522875
5800,0.9110636000631677
5900,1.0738525947584712
6000,0.9223246564836259
6100,0.9313737016605763
6200,1.1226145837485673
6300,0.9535939238763166
6400,0.9296905327924888
6500,0.9388779965945616
6600,0.9863967890808069
6700,0.9954214037522566
6800,0.9101668665585034
6900,0.9563463633157636
7000,0.9531804135427658
7100,0.9201555034017893
7200,0.9230068239584609
7300,1.018428345573003
7400,0.9519794146605203
7500,0.9278133797625665
7600,1.025011704374251
7700,0.9206618505145377
7800,0.9382807548394102
7900,0.9141745451540297
8000,0.9689024952265473
8100,0.932594550608873
8200,1.4307923855201463
8300,0.933496172453057
8400,1.0385867289285213
8500,0.9637560138338225
8600,0.9060533271073566
8700,0.9524884255524345
8800,0.9589504666409446
8900,0.9342155496262708
9000,0.9170223943190441
9100,0.9100437558205797
9200,1.0109001532585835
9300,0.9535260678082101
9400,1.405195476068355
9500,1.0620070104357127
9600,1.533080249727639
9700,1.050639886051383
9800,2.230847083577159
9900,1.1201630991225553
