step,min_ttc
0,50.0
100,12.023308371051828
200,0.9609487239652444
300,0.9217048295826542
400,0.9118821475626231
500,0.9371752752713653
600,0.9511529202506999
700,0.9062066026287531
800,0.9190796599033102
900,0.9187660853844684
1000,0.9148391008354475
1100,0.9074651373261196
1200,0.917328265262512
1300,0.9276072367795428
1400,0.939245440206813
1500,0.9118579277808309
1600,0.9136920903067284
1700,0.9351213263255403
1800,0.9103226440564489
1900,0.9196158316063056
2000,0.91793048724959
2100,0.9210182720974844
2200,0.9351693977573727
2300,0.9051679844304156
2400,0.9285015629006371
2500,0.9281282519887104
2600,0.9311371955323172
2700,0.9128021828918399
2800,0.9215682085806244
2900,0.9369985061235827
3000,0.919671212313584
3100,0.931646867562805
3200,0.9163433924884656
3300,0.9501969761863992
3400,0.9325134163748171
3500,0.9099545251510459
3600,0.9320812434845746
3700,0.9147590021126961
3800,0.9237402792623501
3900,0.9307792487495152
4000,0.9384056815558288
4100,0.9170628153812427
4200,0.9114766855092552
4300,0.9079700600532051
4400,0.9132947728610572
4500,0.9231696938682086
4600,0.938466267516218
4700,0.9712101071937855
4800,0.9203587682241751
4900,0.9336080478956942
5000,0.9171467750648588
5100,0.9112867969801818
5200,0.9211569597634689
5300,0.9057939979022135
5400,0.9314395424945037
5500,0.9398870594482154
5600,0.9162291058546199
5700,0.9207384959282949
5800,0.9455652531693842
5900,0.9336286846486985
6000,0.9094640994447611
6100,0.9248897166084181
6200,0.9250394462393132
6300,0.9048612284196352
6400,0.937868804712274
6500,0.9189431369553519
6600,0.9139549109432236
6700,0.9074130691037126
6800,0.922748582399723
6900,0.9232973086205396
7000,0.9325920439207498
7100,0.94316281246036
7200,0.9222122712211095
7300,0.907228658635579
7400,0.9515066573527907
7500,0.9100498261026724
7600,0.9350015187440347
7700,0.9052721410288612
7800,1.0357267938304289
7900,0.916548993281937
8000,0.9232931869479165
8100,0.90752443728784
8200,0.9055998849979376
8300,0.9341777163390437
8400,0.9275281381642593
8500,0.9109302529428807
8600,0.9211730172137965
8700,0.9207234192376581
8800,0.9232535110624098
8900,0.9348018771445449
9000,0.9250653246060726
9100,0.9167400849559134
9200,0.9096780551148659
9300,0.9104291090142141
9400,0.9332627590853206
9500,0.9256524122734955
9600,0.9498989738337892
9700,0.9244362497432971
9800,0.9430051424450362
9900,0.9091998473462787
