step,min_ttc
0,50.0
100,50.0
200,1.7245994060034218
300,1.0917557238621056
400,0.9249663096957778
500,0.9156631706850159
600,1.2111074588874216
700,0.9123011627731966
800,0.11687869982728939
900,0.9263479704275636
1000,0.9079785248367286
1100,1.0498781416257623
1200,0.9369174962679099
1300,0.93560757169658
1400,0.9470271437467943
1500,0.9067078440508014
1600,0.9092714382244294
1700,0.9157742668046914
1800,1.0841103568109278
1900,1.0469165705279806
2000,1.0322364625550937
2100,0.9469963184052127
2200,0.9072576418133502
2300,0.9099564074693511
2400,0.9265959227816002
2500,1.0181706735820957
2600,0.9284911489107677
2700,0.9227590935323672
2800,0.9290603528013607
2900,0.9369738342318017
3000,0.9214999097976678
3100,0.9313776152084007
3200,0.9539502139507052
3300,0.9098087065372711
3400,0.9673637907544872
3500,0.9070285212906453
3600,0.9341506340008838
3700,0.9983098574074818
3800,0.9463806724865357
3900,0.9546195864644751
4000,0.9492321965555641
4100,0.9088078988769233
4200,1.0093533981684628
4300,1.0540454838717646
4400,0.9168206029984269
4500,0.9380852579328118
4600,0.911386095231814
4700,0.9212070355887434
4800,1.5197708319147036
4900,0.9140385995674177
5000,0.9426303770427525
5100,0.9474778130119872
5200,0.9115484320452749
5300,0.9282372173182191
5400,0.9287490362741789
5500,0.9719366737303172
5600,0.9421855058669939
5700,0.942823644825706
5800,0.9858962864390435
5900,0.9403732892576395
6000,0.9559573296882431
6100,1.0322640832843921
6200,0.9190039293552902
6300,0.9334856025959916
6400,0.9665686266852312
6500,0.9501303043560053
6600,0.9297688143996816
6700,0.9308109602542974
6800,0.9780617400641474
6900,0.9754075322886134
7000,0.9044944743760341
7100,0.9079003429674938
7200,0.925092694106781
7300,0.37754706063748006
7400,0.9822722816208046
7500,0.9408551138906049
7600,0.9265281017572756
7700,0.9444495824380206
7800,0.9182874914362543
7900,0.9694713959930046
8000,0.9453964014626268
8100,0.9825403426657285
8200,0.9355307551935675
8300,0.9664527860905745
8400,0.9120799613731579
8500,0.9146426959253223
8600,0.9152427755249302
8700,0.9164294293060647
8800,0.932922777809806
8900,0.9571181373034334
9000,0.9313172529738212
9100,0.9268283897716602
9200,0.9449276941532726
9300,0.9275439626578955
9400,0.957011374503317
9500,0.9391202165925373
9600,0.922407012318493
9700,0.9495073953816465
9800,0.9937762505815515
9900,0.9132614570669406
