step,min_ttc
0,50.0
100,50.0
200,50.0
300,9.795928145297395
400,3.409332602303297
500,0.9086652504172568
600,1.8370391350116635
700,2.7090838557331196
800,0.9674663967024807
900,15.256837869734444
1000,50.0
1100,10.821861163210242
1200,22.670697058304313
1300,6.550854723310803
1400,0.9587515737347976
1500,7.659185050638288
1600,6.456689912003799
1700,1.9931297856378876
1800,1.3355447346371052
1900,50.0
2000,1.9236668426056112
2100,0.981831615647755
2200,0.9358204185445848
2300,4.363315516042085
2400,1.060969362530924
2500,1.060852661213258
2600,0.9415955782471734
2700,3.898577245221257
2800,0.9382440687877291
2900,0.9900853444460882
3000,1.8630821437132072
3100,1.930475216365144
3200,0.9861599798675841
3300,1.0883168658208804
3400,2.550710353580368
3500,3.0150662734650875
3600,0.9691113590121782
3700,1.4416229032213201
3800,2.046427651388141
3900,12.125005300667917
4000,0.9528763247551463
4100,1.409517261592623
4200,2.0290260369439306
4300,50.0
4400,1.005828342240748
4500,1.2973193173414939
4600,1.5353173334479429
4700,1.5385540682062742
4800,0.925812431807103
4900,1.3824440539368041
5000,1.7316534077882457
5100,10.247010540771994
5200,9.241521174002152
5300,0.9845171839889791
5400,1.382559276669695
5500,1.0545651312521405
5600,3.5724900375763116
5700,1.00525106780846
5800,1.4850461593488067
5900,2.111065277493812
6000,7.481497515910102
6100,0.9925215020292605
6200,1.4352334355751788
6300,0.9829963852884422
6400,50.0
6500,1.0355133763777782
6600,1.4539142160970056
6700,0.9372463682365613
6800,28.416731658873278
6900,1.0082045726551618
7000,0.9444311244719209
7100,0.9248347540691031
7200,1.1019113779346483
7300,0.9886210025611352
7400,0.9199227845568315
7500,0.956827079293808
7600,0.9287981554206352
7700,0.9715582374636837
7800,0.9608822920935164
7900,0.9198247169739148
8000,1.0089471371284262
8100,0.94969208200127
8200,1.366838364388199
8300,0.9428986095907967
8400,1.4062812034242027
8500,1.0100105905204269
8600,0.9817449983017944
8700,1.0466328038496595
8800,8.719738421251755
8900,1.0005561018647662
9000,2.4910066764708723
9100,0.949317548569521
9200,0.9215141672417824
9300,2.740491713807991
9400,1.0818453818877591
9500,0.9371541877911306
9600,0.907464559816938
9700,1.0382955655184314
9800,2.582286968123939
9900,1.0794774698580187
